NUMBER,OWNER,TICKER,CUSIP6,CNAME
11159,KORNBERG JOSHUA,-,83084T,SKYLINE MEDICAL INC
11160,KORNFELD EDWARD B,PORT,735647,PORTA SYSTEMS CORP
11161,KORNHAUSER RICHARD W,CAW,124867,CCA INDUSTRIES INC
11162,KORTE DANIEL G,LMIA,502079,LMI AEROSPACE INC
11164,KORTH KIM,STS,868607,SUPREME INDUSTRIES INC
11165,KOS KRISTIAN B,NSEG,64881L,NEW SOURCE ENERGY GROUP INC
11166,KOSANN PETER,DIAL,25247X,DIAL GLOBAL INC
11167,KOSARAJU SRIDHAR,PEN,70975L,PENUMBRA INC
11168,KOSBERG J LIVINGSTON,USPH,90337L,U S PHYSICAL THERAPY INC
11169,KOSCHITZKI AVI,XSVT,984162,XSOVT BRANDS INC
11170,KOSLOSKE MICHAEL W,HIIQ,42225K,HEALTH INSURANCE INNOVATIONS I
11171,KOSS MICHAEL J,KOSS,500692,KOSS CORP
11173,KOSTELITZ AVI,TCGD,892354,TRACEGUARD TECHNOLOGIES INC
11174,KOSTINER BARRY,PGRI,727659,PLATINUM ENERGY RESOURCES INC
11175,KOSTIUK WALTER,MBIT,60743A,MOBILEBITS HOLDINGS CORP
11176,KOSTMAN DAVID,OB,69002R,OUTBRAIN INC
11177,KOTHANDARAMAN BADRINARAYANAN,ENPH,29355A,ENPHASE ENERGY INC
11178,KOTHARI KETAN D,-,02081F,ALPHASMART INC
11180,KOTICK ROBERT A,ATVI,00507V,ACTIVISION BLIZZARD INC
11181,KOTLER ARIE,ARKO,041242,ARKO CORP
11182,KOTOB HASSAN,BRSF,10488W,BRAIN SCIENTIFIC INC
11183,KOTOV ALEXEY,CSSV,14766Q,CASPIAN SERVICES INC
11184,KOTZE HERMAN GIDEON,UEPS,64107N,NET 1 UEPS TECHNOLOGIES INC
11185,KOUDOUNIS JOHN S,CLMS,12811R,CALAMOS ASSET MANAGEMENT INC D
11186,KOULOURIS MITCHELL,DMGI,25388X,DIGITAL MUSIC GROUP INC
11187,KOUTSOBINAS VASILIOS,EGCO,29872C,EURO GROUP OF COS INC
11188,KOVACEVICH NICHOLAS,KSHB,501334,KUSH BOTTLES INC
11189,KOVACEVICH RICHARD M,WFC,949746,WELLS FARGO & CO NEW
11190,KOVACH DONALD L,SBBX,869245,SUSSEX BANCORP
11191,KOVACH JOHN S,LIXT,539319,LIXTE BIOTECHNOLOGY HOLDINGS I
11192,KOVAL DONITA R,-,682092,OMEGA FINANCIAL CORP
11193,KOVELESKI A ROBERT,AMRA,029155,AMERICAN RACING CAPITAL INC
11194,KOVLER BENJAMIN,BYSW,073174,BAYSWATER URANIUM CORP
11195,KOWAL FRED G,-,936559,WARWICK COMMUNITY BANCORP INC
11196,KOWALSKI MICHAEL JOSEPH,TIF,886547,TIFFANY & CO
11197,KOWLZAN MARK W,PKG,695156,PACKAGING CORP OF AMERICA
11198,KOYUNCU HAKAN,MFGD,60936N,MONEY4GOLD HOLDINGS INC
11199,KOZAK JOSEPH M,ANTS,037271,ANTS SOFTWARE INC
11200,KOZAK REMY,PWAZ,739191,POWER AIR CORP
11201,KOZATO FUMIHIRO,TWLL,87874D,TECHWELL INC
11202,KOZIOL TIMOTHY J,GEVI,36976P,ULTRONICS CORP
11203,KOZKO DMITRY,MSGM,62011B,MOTORSPORT GAMES INC
11204,KOZLOWSKI DAMIAN,TBBK,05969A,BANCORP INC
11205,KOZLOWSKI LINDA FINDLEY,APRN,09523Q,BLUE APRON HOLDINGS INC
11206,KOZUB TED,HCEI,42224G,HEALTHY COFFEE INTERNATIONAL I
11207,KOZUBACK RICHARD J,GEE,37939C,GLOBAL ENTERTAINMENT CORP
11208,KRABLIN STEVEN WAYNE,TTES,87306E,T 3 ENERGY SERVICES LLC
11209,KRAEMER RICHARD A,SGM,86181Q,STONEGATE MORTGAGE CORP
11210,KRAEUTLER JOHN A,VIVO,589584,MERIDIAN BIOSCIENCE INC
11211,KRAFT MICHAEL ANTHONY,TDCP,88579F,3DICON CORP
11212,KRAKARIS EMMANUEL,AUGX,05105P,AUGMEDIX INC
11213,KRAKAUER ANDREW A,CMN,138098,CANTEL MEDICAL CORP
11214,KRAKOWSKY PHILIPPE,IPG,460690,INTERPUBLIC GROUP OF COMPANIES
11215,KRALL DAVID A,AVID,05367P,AVID TECHNOLOGY INC
11216,KRALL MICHAEL L,PURE,74621T,PURE BIOSCIENCE INC
11218,KRAMER CHRISTIAN,IMI,45882D,INTERMOLECULAR INC
11219,KRAMER DAVID MICHAEL,OLCB,677399,OHIO LEGACY CORP
11220,KRAMER DONALD,CB,H1467J,ACE LTD
11221,KRAMER DOUGLAS J,LPAD,516648,LAPOLLA INDUSTRIES INC
11222,KRAMER FRANCIS J,IIVI,902104,II VI INC
11223,KRAMER GARY E,BBSI,068463,BARRETT BUSINESS SERVICES INC
11224,KRAMER JEFFREY,SWM,808541,SCHWEITZER-MAUDUIT INTERNATION
11225,KRAMER LAWRENCE S,-,570619,MARKETWATCH INC
11226,KRAMER RICHARD J,GT,382550,GOODYEAR TIRE & RUBBER CO
11227,KRAMER ROBERT G SR,EBS,29089Q,EMERGENT BIOSOLUTIONS INC
11229,KRAMER ROBERT K,CRTC,23130E,CURRENT TECHNOLOGY CORP
11230,KRAMER RONALD J,GFF,398433,GRIFFON CORP
11231,KRAMER SHLOMO,IMPV,45321L,IMPERVA INC
11232,KRAMER STEPHEN HOWARD,BFAM,109194,BRIGHT HORIZONS FAMILY SOLUTIO
11233,KRAMP RICHARD W,SYNO,87162G,SYNOVIS LIFE TECHNOLOGIES INC
11234,KRANOV JON L,OTTW,689195,OTTAWA SAVINGS BANCORP INC
11235,KRANTZ JASON RONALD,DH,24477E,DEFINITIVE HEALTHCARE CORP
11236,KRANZ ULRICH,GOEV,13803R,CANOO INC
11237,KRANZLER JAY D,-,232674,CYPRESS BIOSCIENCE INC
11238,KRASNOFF ERIC,PLL,696429,PALL CORP
11239,KRASNOFF JEFFREY P,-,501940,LNR PROPERTY CORP
11240,KRATZ OWEN E,HLX,42330P,HELIX ENERGY SOLUTIONS GROUP I
11241,KRAUS AL,MSBT,58404X,GILDER ENTERPRISES INC
11242,KRAUS PETER S,AB,01881G,ALLIANCEBERNSTEIN HOLDING L P
11243,KRAUSE GARRETT K,WOVT,98159B,WORLDVEST INC FL
11244,KRAUSE ROY G,SFN,784153,SFN GROUP INC
11245,KRAUSS MARLENE R,KHAU,48241N,KBL HEALTHCARE ACQUISITION COR
11246,KRAVIS HENRY R,KKR,48248M,KKR & CO L P
11247,KRAVITZ PAUL B,MGEN,58401X,MED GEN INC
11248,KRAWITZ MICHAEL E,DIGA,25383A,DIGITAL ANGEL CORP NEW
11249,KREBS MITCHELL J,CDE,192108,COEUR MINING INC
11250,KRECZMER MAREK J,MRGP,58805R,MERCER GOLD CORP
11251,KREHBIEL BRADLEY C,HMNF,40424G,HMN FINANCIAL INC
11252,KREHBIEL FREDERICK A,-,608554,MOLEX LLC
11253,KREISLER KEVIN E,GSCT,36298M,VERIDIUM CORP
11254,KREIZ YNON,MAT,577081,MATTEL INC
11255,KREJCI FRANK J,STRT,863111,STRATTEC SECURITY CORP
11256,KRELL DAVID,ISE,46031W,INTERNATIONAL SECURITIES EXCHA
11257,KRELL EDWARD M,DEST,25065D,DESTINATION MATERNITY CORP
11258,KRELOFF SHAWN D,SNMB,83540T,SONA MOBILE HOLDINGS CORP
11259,KREPICK WILLIAM A,MVSN,555904,MACROVISION CORP
11260,KREPS EDWARD JAY,CFLT,20717M,CONFLUENT INC
11261,KRESS GREG,SHPW,81947T,GALILEO ACQUISITION CORP
11262,KRETZMER W BRIAN,-,552620,MAI SYSTEMS CORP
11263,KRIEGSMAN STEVEN A,CYTR,232828,CYTRX CORP
11264,KRIEGSTEIN DAVID A,PGRD,74338M,PROGUARD ACQUISITION CORP
11265,KRIENS SCOTT G,JNPR,48203R,JUNIPER NETWORKS INC
11266,KRIER JOHN ANTHONY,DYNT,268157,DYNATRONICS CORP
11267,KRIKORIAN VAN Z,GBGD,37933T,GLOBAL GOLD CORP
11268,KRILL KATHERINE LAWTHER,ANN,035623,ANN INC
11269,KRIM PHILIP A,CSPR,147626,CASPER SLEEP INC
11270,KRIMBILL H MICHAEL,NGL,62913M,NGL ENERGY PARTNERS L P
11271,KRISBERGH HAROLD M,WGAT,98156L,WORLDGATE COMMUNICATIONS INC
11272,KRISHNA ARVIND,IBM,459200,INTERNATIONAL BUSINESS MACHINE
11273,KRISHNAMURTHY BALAJI,PLNR,726900,PLANAR SYSTEMS INC
11274,KRISHNAN KRISH S,KRYS,501147,KRYSTAL BIOTECH INC
11275,KRISHNAN RAM,NTN,629410,NTN BUZZTIME INC
11276,KRISTENSEN PETER,SELR,858203,STEELE RESOURCES CORP
11277,KRISTOF LARRY,HWNI,42981W,SPECTRUM GLOBAL SOLUTIONS INC
11278,KRNA MATTHEW,APTM,G63290,ALPHA PARTNERS TECHNOLOGY MERG
11279,KROEGER CHRISTOPHER A MD,OVAS,69014Q,OVASCIENCE INC
11280,KROEKER NATHAN GENEVIEVE,VIA,92556D,VIA RENEWABLES INC
11281,KROEKER NATHAN GRANT,SPKE,846511,SPARK ENERGY INC
11282,KROEKER TRACY L,CIWT,16939N,CHINA INDUSTRIAL WASTE MANAGEM
11283,KROGNES STEVE E,DNLI,24823R,DENALI THERAPEUTICS INC
11284,KROHG OLAF N,WAAS,G0443N,AQUAVENTURE HOLDINGS LTD
11285,KROHN JOHN MICHAEL,STLT,849207,SPOTLIGHT INNOVATION INC
11286,KROHN TRACY W,WTI,92922P,W&T OFFSHORE INC
11287,KROLEWSKI RICHARD MICHAEL,BASA,06975Q,BASANITE INC
11288,KRONBORG ALLAN,AGRC,00850P,AGRICON GLOBAL CORPORATION
11289,KRONE ROGER A,LDOS,525327,LEIDOS HOLDINGS INC
11290,KROPELNICKI MARTIN A,CWT,130788,CALIFORNIA WATER SERVICE GROUP
11291,KROTINE FRANK THOMAS,ECOC,278880,ECOLOGY COATINGS INC
11292,KRUEGER BLAKE W,WWW,978097,WOLVERINE WORLD WIDE INC
11293,KRUEGER KENNETH W,MTW,563571,MANITOWOC COMPANY INC
11294,KRUEGER LORIN E,WEX,974241,WINLAND ELECTRONICS INC
11295,KRUEGER-ROBERTSEN LAUREN,-,89656D,TRINITY PLACE HOLDINGS INC
11296,KRUGER CLAIRE L,SPEX,84842R,SPHERIX INC
11297,KRUGER LOGAN W,CENX,156431,CENTURY ALUMINUM CO
11298,KRUGER PAUL A,WRGP,981929,WORLD RACING GROUP INC
11299,KRUGER WARREN F,GLGI,39807A,GREYSTONE LOGISTICS INC
11300,KRUSE BO,YMAB,984241,Y-MABS THERAPEUTICS INC
11301,KRUSE STEIN,CCL,143658,CARNIVAL CORP
11302,KRUSOS DENIS A,COPY,217721,COPYTELE INC
11303,KRUSZEWSKI RONALD J,SF,860630,STIFEL FINANCIAL CORP
11304,KRUSZKA JEROME MICHAEL,WCAA,92926K,WCA WASTE CORP
11305,KRUTTY DEAN M,ARTX,042682,AROTECH CORP
11306,KRYLOV SERGEI,AREX,03834A,APPROACH RESOURCES INC
11307,KRZANICH BRIAN M,INTC,458140,INTEL CORP
11308,KRZUS MICHAEL,EOX,29101U,EMERALD OIL INC
11309,KU GUOHUA,CREG,168913,CHINA RECYCLING ENERGY CORP
11310,KUBACKI MICHAEL L,LKFN,511656,LAKELAND FINANCIAL CORP
11311,KUBACKI RAYMOND C JR,PMD,744375,PSYCHEMEDICS CORP
11313,KUBASIK CHRISTOPHER E,LLL,502413,L3 TECHNOLOGIES INC
11314,KUBOTA RYO,AUCL,00510T,ACUCELA INC
11315,KUBOTA TOM T,PFHO,69439P,PACIFIC HEALTH CARE ORGANIZATI
11316,KUCERA PHILIP E,BNE,103043,BOWNE & CO INC
11317,KUCHARCHUK ANDREW ALBERT,ATRX,00687E,ADHERA THERAPEUTICS INC
11318,KUCHEMAN WILLIAM H,BSX,101137,BOSTON SCIENTIFIC CORP
11319,KUCHER GARY,BMCP,10525E,BRANDED MEDIA CORP
11320,KUCHER MARK D,BMGX,07159T,BATTLE MOUNTAIN GOLD EXPLORATI
11321,KUCHTA HANK,NTI,665826,NORTHERN TIER ENERGY LP
11322,KUCHTA HENRY M,-,74045Q,PREMCOR INC
11323,KUDABAYEV YERMEK,BKMM,077264,BEKEM METALS INC
11324,KUDRYASHOV ANTON,CTCM,12642X,CTC MEDIA INC
11325,KUEBLER CHRISTOPHER A,CVD,222816,COVANCE INC
11326,KUESTER DENNIS J,MI,571837,MARSHALL & ILSLEY CORP NEW
11327,KUFEL ERIC J,SNAK,461214,POORE BROTHERS INC
11328,KUGLAR LARRY T,SCSG,84129X,SOUTHCREST FINANCIAL GROUP INC
11329,KUGLER MICHAEL JACK,USPR,91239R,U S PRECIOUS METALS INC DE
11330,KUHL P DAVID,FCLF,31969M,FIRST CLOVER LEAF FINANCIAL CO
11331,KUHLMAN SCOTT J,KUHM,501197,KUHLMAN CO INC
11332,KUHN ERIC J,VSTY,922281,VARSITY GROUP INC
11334,KUHN PAUL R,KAMN,483548,KAMAN CORP
11335,KUHNS JOHN D,MAST,57636C,MASTER SILICON CARBIDE INDUSTR
11336,KUK KENNETH U,KMA,482563,KMG AMERICA CORP
11337,KUKEKOV NICKOLAY,HTHH,42217A,HEALTH IN HARMONY INC
11338,KUKER TIMOTHY L,CNPI,16950H,CHINA POWER TECHNOLOGY INC
11339,KUKES SIMON G,PED,70532Y,PEDEVCO CORP
11340,KUKKONEN CARL ALLAN,VSPC,92554W,VIASPACE INC
11341,KULAS JASON A,SC,80283M,SANTANDER CONSUMER USA HOLDING
11342,KULAS JASON A,EZPW,302301,EZCORP INC
11343,KULAS JULIAN E,-,336392,FIRST SECURITYFED FINANCIAL IN
11344,KULICKE CHARLES SCOTT,KLIC,501242,KULICKE & SOFFA INDUSTRIES INC
11345,KULKARNI SAMARTH,CRSP,H17182,CRISPR THERAPEUTICS AG
11347,KULKARNI SUBODH K,CYBE,232517,CYBEROPTICS CORP
11348,KULLMAN ELLEN JAMISON,DD,263534,E I DU PONT DE NEMOURS AND CO
11349,KULPA JASON,MORX,617662,MORLEX INC
11350,KULUMBETOV GAMAL,KAZ,09656A,BMB MUNAI INC
11351,KUM CHONG GUK,FCAL,319395,FIRST CALIFORNIA FINANCIAL GRO
11352,KUMAR AMIT,CBMX,20009T,COMBIMATRIX CORP
11353,KUMAR ANITA,PEGY,72303P,PINEAPPLE HOLDINGS INC
11354,KUMAR NEIL,EIDX,28249H,EIDOS THERAPEUTICS INC
11356,KUMAR RAMESH,ONTX,68232V,ONCONOVA THERAPEUTICS INC
11357,KUMAR SANJAY,CA,12673P,COMPUTER ASSOCIATES INTERNATIO
11358,KUMARAN MANU,FRYP,30605U,MEDIENT STUDIOS INC
11359,KUMMETH CHARLES R,TECH,09073M,BIO-TECHNE CORP
11360,KUMNICK PHILLIP L,IDTY,46264C,IPSIDY INC
11361,KUMP ROBERT D,AGR,05351W,AVANGRID INC
11362,KUNAYEV MIRGALI S,CSSV,14766Q,CASPIAN SERVICES INC
11363,KUNBERGER KENNETH T,ITXN,46048V,INTERNATIONAL TEXTILE GROUP IN
11364,KUNES RICHARD W,FRAN,351793,FRANCESCA S HOLDINGS CORP
11365,KUNG YUN-KUANG,VIVC,928534,VIVIC CORP
11366,KUNIK BURTON J,SMED,820017,SHARPS COMPLIANCE CORP
11367,KUNISAKI RONALD,HDYX,44887T,HYDRODYNEX INC
11368,KUNKLE GERALD K JR,XRAY,249030,DENTSPLY INTERNATIONAL INC DE
11369,KUNTZ JOHN J,FFHS,320272,FIRST FRANKLIN CORP
11370,KUNWU LI,IICN,16950N,CHINA INTELLIGENCE INFORMATION
11371,KUNZ DANIEL J,HTM,90338S,U S GEOTHERMAL INC
11372,KUNZE JOHN H,-,72940Q,PLUMTREE SOFTWARE INC
11373,KUO JAMES S,DSKA,266899,DUSKA THERAPEUTICS INC
11374,KUPPER BRUCE D,KPCG,501273,KUPPER PARKER COMMUNICATIONS I
11375,KUPRIONIS M DENISE,SSP,811054,E W SCRIPPS CO
11376,KURCZODYNA JOSEPH E,BEGI,09259B,COLLEGE PARTNERSHIP INC
11377,KURIAN GEORGE,NTAP,64110D,NETAPP INC
11378,KURIYAMA STANLEY M,MATX,57686G,MATSON INC
11379,KURLAND STANFORD LEE,-,222372,COUNTRYWIDE FINANCIAL CORP
11380,KURTENBACH REECE A,DAKT,234264,DAKTRONICS INC
11381,KURTZ GEORGE,CRWD,22788C,CROWDSTRIKE HOLDINGS INC
11382,KURTZ NEIL M,RPTP,75382F,RAPTOR PHARMACEUTICAL CORP
11383,KURTZ RICHARD D,API,00754E,ADVANCED PHOTONIX INC
11384,KURTZ RONALD M,RXST,78349D,RXSIGHT INC
11385,KURTZ STEPHEN T,-,30242W,FFLC BANCORP INC
11386,KURYLAK VICTOR K,FMFN,321006,FIRST MONTAUK FINANCIAL CORP
11387,KURZ DONALD A,EMAK,26861V,EMAK WORLDWIDE INC
11388,KURZ GERHARD E,-,81169P,SEABULK INTERNATIONAL INC
11389,KURZ HERBERT,PLFE,740884,PRESIDENTIAL LIFE CORP
11390,KURZIUS LAWRENCE ERIK,MKCV,579780,MCCORMICK & CO INC
11391,KUSHER ROBERT,HSPO,42223C,HEALTHSPORT INC
11392,KUSHNER STEPHANIE K,BWEN,11161T,BROADWIND ENERGY INC
11393,KUSSEROW PAUL B K,AMED,023436,AMEDISYS INC
11394,KUSUMI GARY Y,AFFM,008272,AFFIRMATIVE INSURANCE HOLDINGS
11395,KUTTNER LUDWIG G,HAMP,408859,HAMPSHIRE GROUP LTD
11396,KUYPER DIRK,ATEC,02081G,ALPHATEC HOLDINGS INC
11397,KUZNETSOV VLADIMIR F,IPOR,462627,IPORUSSIA INC
11398,KVALHEIM GRANT A,ATH,G0684D,ATHENE HOLDING LTD
11399,KVETON SCOTT C,MSRT,57630J,GREENWAVE TECHNOLOGY SOLUTIONS
11400,KWAN RAYMOND YING MAI,CCCI,16936M,CHINA CABLE & COMMUNICATIONS I
11401,KWOK CHUNG,IFSG,456781,INFOSMART GROUP INC
11402,KWOK JOANNY,KKFC,48300L,KAIBO FOODS CO LTD
11403,KWOK JOSEPH,BOX,G79978,SEACUBE CONTAINER LEASING LTD
11404,KWON MIKE HYUNG PYO,AXST,05459T,AXESSTEL INC
11406,KWONG EDWIN,PAVC,695793,PAIVIS CORP
11407,KWONG KAI SHUN CARSON,TYM,04519U,ASIA TIME CORP
11408,KWONG REGIS,JNGW,47759G,JINGWEI INTERNATIONAL LTD
11409,KYAUK MORGAN,NDAC,65413D,NIGHTDRAGON ACQUISITION CORP
11410,KYAW MYINT J,YFCM,98583T,YIFAN COMMUNICATIONS INC
11411,KYLE DAVID L,OKE,682680,ONEOK INC NEW
11412,KYLE PATRICK SEAN,UTMR,90386W,ULTIMATE RACK INC
11413,KYLE RICHARD G,TKR,887389,TIMKEN CO
11414,KYLSTAD JAMES B,WUFG,966849,WHY USA FINANCIAL GROUP INC
11415,KYMES STACY C,BOKF,05561Q,BOK FINANCIAL CORP
11416,KYRIAKIDES ANASTASIOS N,NTLK,64112B,NET TALK COM INC
11417,KYTE CECIL BOND,ZERO,805147,SAVE THE WORLD AIR INC
11418,LA FORCE ANDREW HUDSON III,GRA,38388F,W R GRACE & CO NEW
11419,LA PORTA SCOTT A,GHC,378983,GLOBAL CONSUMER ACQUISITION CO
11420,LA TERRA ROSS,MRXT,573864,MARX TOYS & ENTERTAINMENT CORP
11421,LABARBERA RICHARD N,BLKB,09227Q,BLACKBAUD INC
11422,LABARGE CRAIG E,LB,502470,LABARGE INC
11423,LABE JAMES P,TPVG,89677Y,TRIPLEPOINT VENTURE GROWTH BDC
11424,LABEAU RONALD D,MBTF,578877,MBT FINANCIAL CORP
11425,LABENNE ANDREW,AMAL,022663,AMALGAMATED BANK
11426,LABINGER BARRY A,CMPI,162818,CHECKMATE PHARMACEUTICALS INC
11427,LABONTE DONALD M,ROAC,772632,ROCK OF AGES CORP
11428,LABORDE GREGORY H,ICGP,45666H,INFINITY CAPITAL GROUP INC
11429,LABORDE RONALD A,AMED,023436,AMEDISYS INC
11430,LABOZZETTA ANTHONY J,SBBX,869245,SUSSEX BANCORP
11431,LABRANCHE GEORGE M L IV,LAB,505447,LABRANCHE & CO INC
11432,LABUDA DAVID S,-,736126,PORTAL SOFTWARE INC
11433,LACERTE RENE A,BILL,090043,BILLCOM HOLDINGS INC
11434,LACEY DENNIS J,RGSE,75601N,REAL GOODS SOLAR INC
11435,LACEY PETER ALAN,DSTI,23962Q,DAYSTAR TECHNOLOGIES INC
11436,LACEY ROGER H D,PEGY,72303P,PINEAPPLE HOLDINGS INC
11437,LACEY THOMAS A,-,459412,INTERNATIONAL DISPLAYWORKS INC
11438,LACHAPELLE PETER,VCPS,92733Q,VINCOMPASS CORP NEW
11439,LACHER JOSEPH P JR,KMPR,488401,KEMPER CORP NEW
11440,LACHMAN TODD R,SOVO,84612U,SOVOS BRANDS INC
11441,LACORTE BLAIR,LIDR,008183,AEYE INC
11442,LACOVARA MICHAEL,MKTS,25456U,DIRECT MARKETS HOLDINGS CORP
11443,LACY ALAN J,-,812387,SEARS ROEBUCK & CO
11444,LACY STEPHEN M,MDP,589433,MEREDITH CORP
11446,LADD ROBERT B,MGT,55302P,MGT CAPITAL INVESTMENTS INC
11447,LADD ROBERT T,SCM,858568,STELLUS CAPITAL INVESTMENT COR
11448,LADD SAMUEL A III,-,170228,CHITTENDEN CORP
11449,LADHA ABDUL,CETC,438586,HONGLI CLEAN ENERGY TECHNOLOGI
11450,LADHANI HOLLI C,WTTR,81617J,SELECT ENERGY SERVICES INC
11451,LADIN WILLIAM E JR,GEEK,46058Y,INTERNET AMERICA INC
11452,LADUKE DAVID ROBERT,SPUT,85219U,SPUTNIK INC
11453,LAEZZA JOSEPH,GLOW,379887,GLOWPOINT INC
11454,LAFLAMME YVES,RFP,76117W,RESOLUTE FOREST PRODUCTS INC
11455,LAFLEY ALAN A G,PG,742718,PROCTER & GAMBLE CO
11457,LAFLIN STEVE T,INIS,45972C,INTERNATIONAL ISOTOPES INC
11458,LAFOND CHRISTOPHER J,IT,366651,GARTNER INC
11459,LAFRANCE JAMES T,VRML,92407M,VERMILLION INC
11460,LAGAN DANIEL,ASG,529900,LIBERTY ALL STAR GROWTH FUND I
11461,LAGAN SEAMUS,MMMS,58509R,MEDYTOX SOLUTIONS INC
11462,LAGERBORG ALEXANDER V,AARD,005017,ACROSS AMERICA REAL ESTATE COR
11463,LAGOMARSINO SIMONE F,-,420542,HAWTHORNE FINANCIAL CORP
11464,LAGOURGUE JOHN MARC,KTCE,50114L,KRYPTIC ENTERTAINMENT INC
11465,LAGRAND DAVID J,NTK,656559,NORTEK INC
11466,LAGUARTA RAMON,PEP,713448,PEPSICO INC
11468,LAHEY JAMES B,SUTU,869542,TECHNOLOGY VISIONS GROUP INC
11469,LAI CLIFFORD EDWARD,CRZ,229393,CRYSTAL RIVER CAPITAL INC
11470,LAI JOHN,-,87867T,TECHNOLOGIES SCAN CORP
11471,LAI JOHN LO-MINN,MCW,60646V,MISTER CAR WASH INC
11473,LAI SAM,HOUR,44170P,HOUR LOOP INC
11474,LAIKIN DANIEL S,NLMP,636637,NATIONAL LAMPOON INC DE
11475,LAIKIN ROBERT J,CELL,109473,BRIGHTPOINT INC
11476,LAIKIND PAUL K,MBRX,59101M,METABASIS THERAPEUTICS INC
11477,LAIRD JAMES WILLIAM,FXFL,339371,MALIBU MINERALS INC
11478,LAIRD PAUL G,NFEI,64439S,NEW FRONTIER ENERGY INC
11479,LAKE KATRINA,SFIX,860897,STITCH FIX INC
11480,LAKEFIELD BRUCE R,LCC,90341W,US AIRWAYS GROUP INC
11481,LAKEN GLENN B,CMGO,125749,CMG HOLDINGS GROUP INC
11482,LAKEY CARL E,-,247907,DELTA PETROLEUM CORP
11483,LAKIOS EMMANUEL N,CVV,126601,CVD EQUIPMENT CORP
11484,LAKY DAVID J,MCLN,58405Y,MEDCLEAN TECHNOLOGIES INC
11485,LALACH HARVEY,AVXL,032797,THRIFTY PRINTING INC
11486,LALIBERTE BENOIT,UAMA,90933P,UNITED AMERICAN CORP
11487,LALJI FIROZ H,ZONS,98976N,ZONES INC
11488,LALLOUZ LUCIEN,TZMT,87973J,TELZUIT MEDICAL TECHNOLOGIES I
11489,LALLY JAMES BRIAN,EFSC,293712,ENTERPRISE FINANCIAL SERVICES
11490,LALONDE REMI GUY,RFP,76117W,RESOLUTE FOREST PRODUCTS INC
11491,LALWANI NIKHIL SURESH,ANIP,00182C,ANI PHARMACEUTICALS INC
11492,LAM ALFRED,PAM,69403T,PACIFIC CMA INC
11493,LAM CHING WAN,GVBT,39355R,GREEN VISION BIOTECHNOLOGY COR
11494,LAM THANH H,NVFY,66979P,NOVA LIFESTYLE INC
11495,LAM THOMAS S,AMEH,03763A,APOLLO MEDICAL HOLDINGS INC
11496,LAMACH MICHAEL W,IR,G47791,INGERSOLL RAND PLC
11497,LAMADRID DAVID,CMND,12890A,CALEMINDER INC
11498,LAMAR W BIBB JR,BTFG,05978R,BANCTRUST FINANCIAL GROUP INC
11499,LAMB JONATHAN,RRAC,G7573M,RIGEL RESOURCE ACQUISITION COR
11500,LAMB RONALD M,CASY,147528,CASEY S GENERAL STORES INC
11501,LAMBERT HENRY R,PURE,74621T,PURE BIOSCIENCE INC
11502,LAMBERT WILLIAM M,MSA,602720,MINE SAFETY APPLIANCES CO
11503,LAMBIASE MATTHEW,CIM,16934Q,CHIMERA INVESTMENT CORP
11504,LAMBRECHT GREGORY P,SING,82932V,SINGLEPOINT INC
11505,LAMKIN AARON,TSLI,87609E,TAPSLIDE INC
11506,LAMNECK KENNETH T,NSIT,45765U,INSIGHT ENTERPRISES INC
11507,LAMONICA JOSEPH L,-,708167,PENNFED FINANCIAL SERVICES INC
11508,LAMONTAGNE PETER B,PDHO,69901V,PARADIGM HOLDINGS INC WY
11509,LAMP DAVID L,NTI,665826,NORTHERN TIER ENERGY LP
11510,LAMPEN RICHARD J,LTS,50575Q,LADENBURG THALMANN FINANCIAL S
11511,LAMPERD BARRY W,LLLI,513665,LAMPERD LESS LETHAL INC
11512,LAMPERT DARREN N,GRWG,39986L,GROWGENERATION CORP
11513,LAMPERT EDWARD S,SHLD,812350,SEARS HOLDINGS CORP
11514,LAMPERT IRA B,LENS,206156,CONCORD CAMERA CORP
11515,LAMPROPOULOS FRED P,MMSI,589889,MERIT MEDICAL SYSTEMS INC
11516,LANA MARK,HSTH,40430N,HS3 TECHNOLOGIES INC
11517,LANACE PETER,EPRT,29666M,ESPRE SOLUTIONS INC
11518,LANCASTER J BRUCE,OICO,670841,O I CORP
11519,LANCE HOWARD L,HRS,413875,HARRIS CORP
11520,LANCE RYAN MICHAEL,COP,20825C,CONOCOPHILLIPS
11521,LANCIA JOSEPH D,SCIO,808831,SCIO DIAMOND TECHNOLOGY CORP
11522,LANDA MATTHEW GUY,ACTV,00506D,ACTIVE NETWORK INC
11523,LANDAN AMNON,-,589405,MERCURY INTERACTIVE CORP
11524,LANDAU ROBERT G,PCFG,69433M,PACIFIC GOLD CORP NEW
11525,LANDEFELD C WILLIAM,-,174623,CITIZENS FIRST FINANCIAL CORP
11526,LANDERS SCOTT E,TYPE,61022P,MONOTYPE IMAGING HOLDINGS INC
11528,LANDGRAF SHAWN,PSPF,739316,POWER SPORTS FACTORY INC MN
11529,LANDIS KEVIN M,SVVC,33766Y,FIRSTHAND TECHNOLOGY VALUE FUN
11530,LANDIS ROBERT JON,CHCR,204620,ADVANZEON SOLUTIONS INC
11531,LANDO ZVI,SEDG,83417M,SOLAREDGE TECHNOLOGIES INC
